21:56:52 WARN  riot                 :: Lexical form '2012-11-11T16:37:43-0800' not valid for datatype http://www.w3.org/2001/XMLSchema#dateTime
author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Xingjian Zhang, Dezhao Song, Sambhawa Priya, Zachary Daniels, Kelly Reynolds and Jeff Heflin",Exploring the Linked Data Cloud via Contextual Tag Cloud,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-btc-02,Proceedings of the Semantic Web Challenge 2012,"We present the contextual tag cloud system, where the context defines a subset of instances, the tags are ontological terms (classes and properties), and the font sizes reflect the number of instances that use each tag. With our system, users can get familiar with the terms and understand how the dataset is populated; or they can dynamically add tags as context and investigate features or look at instances within the constrained subset. With a domain knowledge base, this system helps reveal the patterns of data. For the massive Linked Open Data cloud, it reveals the extent to which data are linked with regard to both the equivalent instances and ontology alignment. In order to achieve this function, we precompute the owl:sameAs closure, and support multiple levels of RDFS entailment. By using an inverted index and pruning algorithms, we design and implement a real time response system for the Billion Triple Challenge dataset.  This submission is for the Billion Triples track in Semantic Web Challenge. Our system is available at http://gimli.cse.lehigh.edu:8080/btc/",,,0,,0,Dezhao Song;Sambhawa Priya;Jeff Heflin;Zachary Daniels;Kelly Reynolds;Xingjian Zhang,6,,0
"Thomas Gottron, Ansgar Scherp, Bastian Krayer and Arne Peters",Get the Google Feeling: Supporting Users in Finding Relevant Sources of Linked Open Data at Web-Scale,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-btc-01,Proceedings of the Semantic Web Challenge 2012,"Searching for Linked Open Data (LOD) has yet not reached the easiness and comfort we are accustomed with when using document search engines such as Google. To get closer to this ""Google feeling"" when searching for LOD, we have developed LODatio. Our system supports various kinds of queries on LOD such as searching for LOD sources containing specific types, properties, sets of types and properties, as well as their relations. The LOD sources are ranked along with the number of instances found that match the query. In addition, LODatio provides Google-style features such as ""Did you mean?"" and ""Related queries"" that allow the users for refining and broadening their queries.",,,0,,0,Arne Peters;Bastian Krayer;Thomas Gottron;Ansgar Scherp,4,,0
"Jinhyung Kim, Myunggwon Hwang, Do-Heon Jeong, Sa-Kwang Song and Hanmin Jung",InSciTe Adaptive: Intelligent Technology Analysis Service Considering User Intention,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-07,Proceedings of the Semantic Web Challenge 2012,"This paper describes InSciTe Adaptive, which is a technology intelligence service developed by KISTI. InSciTe Adaptive supports not only technology analyzing and forecasting based on diverse types of information such as paper, patents, reports, ads, web resources and so on but also user adaptive and guiding service by intelligent recognition of user preference. InSciTe Adaptive includes 7 services focusing on technologies, products, organizations, and nations: (a) Technology Navigation, (b) Technology Trends, (c) Core Elementary Technology, (d) Convergence Technology, (e) Agents Levels, (f) Agents Partners, and (g) Technology Roadmap. These services were implemented by combining Semantic Web technologies with text mining technologies.",,,0,,0,Sa-Kwang Song;Do-Heon Jeong;Hanmin Jung;Myunggwon Hwang;Jinhyung Kim,5,,0
"Thanos G. Stavropoulos, Dimitris Vrakas and Ioannis Vlahavas",Iridescent: a Tool for Rapid Semantic Web Service Descriptions,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-03,Proceedings of the Semantic Web Challenge 2012,"Although the Semantic Web and Web Service technologies have already formed a synergy towards Semantic Web Services, their use remains limited. Potential adopters are usually discouraged by the plurality of methodologies and the lack of tools which in turn force them to acquire expert knowledge and commit to exhausting manual labor. This work proposes a novel, functional and user-friendly tool, named Iridescent, intended for both expert and non-expert users to rapidly create and edit Semantic Web Service descriptions, following the SAWSDL recommendation. The tools aim is twofold: to enable users manually create descriptions in a visual manner, providing a complete alternative to coding, and to semi-automate the process by matching elements and concepts and suggesting annotations. A state-of-the-art survey has been carried out to reveal critical requirements and compare Iridescent to existing tools. Usage scenarios demonstrate how Iridescent enhances the authoring process and in turn enables Intelligence e.g. in an Ambient Intelligence environment. Finally, the tool was methodically tested for usability and evaluated by a range of expert and non-expert users.",,,0,,0,Ioannis Vlahavas;Dimitris Vrakas;Thanos G. Stavropoulos,3,,0
Monika Solanki,LEAPS: A Semantic Web and Linked data framework for the Algal Biomass Domain,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-04,Proceedings of the Semantic Web Challenge 2012,"In this paper we present, LEAPS, a Semantic Web and Linked data framework for searching and visualising datasets from the domain of Algal biomass. LEAPS provides tailored interfaces to explore algal biomass datasets via REST services and a SPARQL endpoint for stakeholders in the domain of algal biomass. The rich suite of datasets include data about potential algal biomass cultivation sites, sources of CO2, the pipelines connecting the cultivation sites to the CO2 sources and a subset of the biological taxonomy of algae derived from the world's largest online information source on algae.",,,0,,0,Monika Solanki,1,,0
"Aidan Hogan, Emir Muñoz and Jürgen Umbrich",LODPeas: Like peas in a LOD (cloud),,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-btc-03,Proceedings of the Semantic Web Challenge 2012,"We present LODPeas: a system for browsing entities that are found to share many things in common in an RDF dataset. The system first offers standard keyword search to locate a focus entity. Once a focus entity has been found, other entities that share a lot in common with it are displayed in a graph-based visualisation. The degree to which two entities have a lot in common---their level of concurrence---is scored by looking at attributes (property--value pairs) that they share: attributes that are shared by few other entities are given higher weight, and additional shared attributes imply a stronger score. LODPeas is designed to scale for billions of triples and is built in an (almost) entirely domain-agnostic fashion, built on top of the RDF standards themselves and not requiring any domain-specific input. Herein, we describe the functionality of LODPeas, how the system was built over the BTC'12, and discuss possible applications.",,,0,,0,Emir Muñoz;Jürgen Umbrich;Aidan Hogan,3,,0
Olivier Curé,Open Self Medication on LOD,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-11,Proceedings of the Semantic Web Challenge 2012,"Open Self Medication is a Web application that aims to ac- company the general public in his initiative to self-medicate, i.e. the act of treating undiagnosed medical ailments with unprescribed drugs. The application achieves this goal by providing a set of functionalities that ensure safety and efficiency of this practice. With safety, we mean that the system guides the end-user from a set of common mild medical signs to adapted molecules and drug products, but also highlights the risks, e.g. drug interactions, adverse events, of self prescribing a drug in a given situation. The efficiency argument corresponds to providing a rating, based on a tolerance/efficiency ratio designed by a team of health care professionals, to some identified self-medication molecules. A main characteristic of this application is that almost all the data processed by the system and presented to the end-user comes from a subset of the LOD datasets, namely DrugBank, DailyMed, Sider and DBPedia. This paper motivates the design of such an application, provides the main de- sign choices, describes some implementation details and presents lessons learned and future work. ",,,0,,0,Olivier Curé,1,,0
"Yunjia Li, E.A. Draffan, Hugh Glaser, Ian Millard, Russell Newman, Mike Wald, Gary Wills and Magnus White",RailGB: Using Open Accessibility Data to Help People with Disabilities,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-15,Proceedings of the Semantic Web Challenge 2012,"With the fast growth of Linked Data, many datasets have been made available for public access. However, with an increased number of elderly and people with disabilities becoming technologically knowledgeable, it has been noted that few applications have been developed for this population group using Linked Data. In this paper, we present RailGB, a linked-data driven mobile web application to provide dynamic searches for accessible underground stations in London. RailGB may also prove useful for users such as those with heavy loads or baby buggies. Data in RailGB is collected from different datasets and are mashed-up within a user-friendly mobile web interface. A Query Agent is developed to automatically build SPARQL queries linked to different user requirements. Data around access requirements tends to be detailed on a wide range of static web sites and rarely offers options when visiting particular places. RailGB offers a fundamental shift in approach by reacting to the users' needs whilst travelling with choices of access to a range of stations around the particular area to be visited using Linked Data. Further research is required to provide a wider range of information as more high quality open data becomes available.",,,0,,0,Russell Newman;Magnus White;Ian Millard;Yunjia Li;E.A. Draffan;Gary Wills;Hugh Glaser;Mike Wald,8,,0
"Amar Djalil Mezaour, Julien Law-To, Robert Isele, Thomas Schandl and Gerd Zechmeister",Revealing Trends and Insights in Online Hiring Market Using Linking Open Data Cloud: Active Hiring a Use Case Study,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-06,Proceedings of the Semantic Web Challenge 2012,"In the recent months, the web community observed a significant increase in the growing trend towards open data usage. While this usage is common and spread for publishing and managing public data of governments and administrations, the business side is still lacking of major concrete use cases to demonstrate the benefit of open linked data in enterprise information management. In this paper, we present ""Active Hiring"" a search based application on the cloud providing analytics on on-line job posts. Active Hiring application uses services from the LOD cloud to disambiguate, geotag and interlink data entities acquired from on-line job boards web sites.",,,0,,0,Amar Djalil Mezaour;Julien Law-To;Robert Isele;Gerd Zechmeister;Thomas Schandl,5,,0
"Thetida Zetta, Efstratios Kontopoulos and Nick Bassiliades",S2REd: A Semantic Web Rule Editor,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-08,Proceedings of the Semantic Web Challenge 2012,"A key factor in the further progress of the Semantic Web is the development and wide-spread usage of rule- and logic-based applications. However, there is an evident lack of software tools that can assist end-users in developing such applications. Consequently, users usually resort to more generic tools that offer support at a syntactic level, but prove inadequate in semantically supporting the user. This paper presents S2REd, a Semantic Web rule editor that introduces a supplementary layer of semantic assistance during rule base development. The tool offers semantic assistance via: (i) The Semantic Tag Mapping window that provides a meta-modeling facility for generating schemas over various rule language versions and, (ii) the Namespace Dialog window, for loading ontologies that serve as the underlying vocabulary for expressing rule atoms. S2REd assists in developing RuleML rule bases, but is equally suitable for any other XML-based syntax for representing rule sets.",,,0,,0,Efstratios Kontopoulos;Nick Bassiliades;Thetida Zetta,3,,0
Thomas Steiner and Stefan Mirea,"SEKI@home, a Generic Approach for Crowdsourcing Knowledge Extraction from Arbitrary Web Pages",,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-20,Proceedings of the Semantic Web Challenge 2012,"With SEKI@home, which stands for Search for Embedded Knowledge Items, we propose a generic, browser extension-based approach for crowdsourcing the task of knowledge extraction from arbitrary Web pages. As people with the extension installed browse a targeted Web page, the extension sends extracted knowledge items according to the customizable extraction rules to a centralized, optionally publicly accessible triple store. Thereby, simply by browsing the Web as usual, participants in the knowledge extraction task can help make previously locked-in knowledge openly accessible, e.g., via the standard SPARQL protocol. We have implemented and made available a prototype browser extension, which, after customization and adaptation, can serve as the basis for future knowledge extraction tasks.",,,0,,0,Thomas Steiner;Stefan Mirea,2,,0
"Spyros Kotoulas, Vanessa Lopez, Raymond Lloyd, Marco Luca Sbodio, Freddy Lecue, Martin Stephenson, Elizabeth Daly, Veli Bicer, Aris Gkoulalas-Divanis, Giusy Di Lorenzo, Anika Schumann and Pol Mac Aonghusa",SPUD: Semantic Processing of Urban Data,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-18,Proceedings of the Semantic Web Challenge 2012,"We present SPUD, a semantic environment for cataloguing, exploring, integrating, understanding, processing and transforming urban information. Such information comes from the Web, government authorities, social networks and Linked Data sources. We identify a scenario consisting of the following cases: (a) Publication of a dataset, focusing on privacy protection and semantic annotation of the dataset, (b) Reporting and Consolidation of multi-faceted information, focusing on searching and visualizing heterogenous data from several sources, including social media, linked data and government data, (c) Diagnosis, based on highly expressive reasoning. Through our demonstration, we show that semantic technologies can be used to obtain business results in an environment with hundreds of heterogenous real datasets coming from different data sources and spanning multiple domains.",,,0,,0,Elizabeth Daly;Martin Stephenson;Giusy Di Lorenzo;Raymond Lloyd;Freddy Lecue;Marco Luca Sbodio;Veli Bicer;Spyros Kotoulas;Vanessa Lopez;Aris Gkoulalas-Divanis;Anika Schumann;Pol Mac Aonghusa,12,,0
"Valeria Fionda, Claudio Gutierrez and Giuseppe Pirró",Semantic Navigation on the Web with swget,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-01,Proceedings of the Semantic Web Challenge 2012,"Semantic navigation in the Web of Data is crucial to exploit the power of thousand of RDF data sources today available. We present swget, a tool that enables to perform selective navigation of distributed semantic data sources, triggering of actions over data encountered during the navigation, retrieval of data and extraction of relevant Web fragments. At the core of swget there is a powerful navigational language called NautiLOD with a concise syntax and a formal semantics. swget can be exploited to write declarative specifications of information on the Web in the form of scripts that can be shared, mixed, and reused. We describe the architecture of the swget tool and present both a standalone version and an online portal where users can create their intelligent agents, launch them and be notified when results are ready. Besides, swget also provide an appealing visualization tool to explore and make sense of results",,,0,,0,Giuseppe Pirró;Claudio Gutierrez;Valeria Fionda,3,,0
Kavi Mahesh and Pallavi Karanth,Smart-Aleck: An Interestingness Algorithm for Large Semantic Datasets,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-05,Proceedings of the Semantic Web Challenge 2012,"Not every fact in a large semantic dataset is of interest to an application. In the Smart-Aleck project, we have designed and implemented an interestingness algorithm that filters facts and joins them to generate new facts with higher levels of interestingness. The algorithm defines different levels of interestingness based on the semantic operations involved in generating interesting facts. The application of the algorithm is a Web site that presents a new interesting fact, rendered in English, each time users visit or refresh the page. The facts are generated from an integration of over half a billion triples from large semantic datasets including YAGO, Dbpedia, DataHub and Timbl. The uniqueness of the Smart-Aleck algorithm lies in its ability not merely to select interesting facts from the datasets but to generate new facts by joining two or more facts, possibly from different sources, by applying several comparison, chaining, grouping, aggregation and quantification operations on RDF triples. The implementation of Smart-Aleck on the web site is useful to everyone on the net to satisfy their curiosity, acquire general knowledge and design quizzes. It also has business potential as a feed for fact-of-the-day applications on cell phones and tablets.",,,0,,0,Kavi Mahesh;Pallavi Karanth,2,,0
"Hoan Nguyen Mau Quoc, Martin Serrano, Danh Le Phuoc and Manfred Hauswirth",Super Stream Collider--Linked Stream Mashups for Everyone,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-16,Proceedings of the Semantic Web Challenge 2012,"This paper describes the Super Stream Collider (SSC) platform and tools, which provide a web-based interface and tools for building sophisticated mashups combining seamnitcally annotated Linked Stream and Linked Data sources into easy to use resources for applications. The system includes drag&drop construction tools along with a visual SPARQL/CQELS editor and visualization tools for novice users while supporting full access and control for expert users at the same time. Tied in with this development platform is a cloud deployment architecture which enables the user to deploy the generated mashups into a cloud, thus supporting both the design and deployment of stream-based web applications in a very simple and intuitive way.",,,0,,0,Manfred Hauswirth;Martin Serrano;Hoan Nguyen Mau Quoc;Danh Le Phuoc,4,,0
Marco Balduini and Emanuele Della Valle,Tracking Movements and Attention of Crowds in Real Time Analysing Social Streams The case of London 2012 Open Ceremony,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-19,Proceedings of the Semantic Web Challenge 2012,"To manage a big event require tracking in real time the movement of crowds. Solution based on mobile network data analysis are effective, but expensive. Obtaining comparable results by analysing public social stream has a clear commercial potential, especially considering that, being able to access also the content of a micro-post, the analysis can also track the attention of crowds.",,,0,,0,Emanuele Della Valle;Marco Balduini,2,,0
"Irene Celino, Dario Cerizza, Simone Contessa, Marta Corubolo, Daniele Dell'Aglio, Emanuele Della Valle, Stefano Fumeo and Federico Piccinini",Urbanopoly: Collection and Quality Assessment of Geo-spatial Linked Data via a Human Computation Game,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-13,Proceedings of the Semantic Web Challenge 2012,"The Urbanopoly app is a social, mobile and location-based Game with a Purpose designed around the idea of the ""monopoly"" board game. Urbanopoly consumes and generates geo-spatial linked and open data; through a Human Computation mechanisms, those data are validated and enriched; new information is published as linked data. Players are thus involved in the geo-spatial data collection according to the ""citizens as sensors"" approach and the Urbanopoly game is the entertaining expedient to assess and improve geo-spatial linked data quality.",,,0,,0,Irene Celino;Daniele Dell'Aglio;Simone Contessa;Federico Piccinini;Dario Cerizza;Marta Corubolo;Stefano Fumeo;Emanuele Della Valle,8,,0
"Kostis Kyzirakos, Manos Karpathiotakis, George Garbis, Charalampos Nikolaou, Konstantina Bereta, Ioannis Papoutsis, Themistoklis Herekakis, Dimitrios Michail, Manolis Koubarakis and Charalambos Kontoes","Wildfire Monitoring Using Satellite Images, Ontologies, and Linked Geospatial Data",,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-17,Proceedings of the Semantic Web Challenge 2012,"Advances in remote sensing technologies have allowed us to send an ever-increasing number of satellites in orbit around Earth. As a result, Earth Observation data archives have been constantly increasing in size in the last few years, and have become a valuable source of data for many scientific and application domains. When EO data is coupled with other data sources many pionner applications can be developed. In this submission to the semantic web challenge we show how EO data, ontologies, and linked geospatial data can be combined for the development of a wildfire monitoring service that goes beyond applications currently deployed in various EO data centers. The service has been developed in the context of European project TELEIOS that faces head in the challenges of extracting knowledge from EO data, capturing this knowledge by semantic annotation encoded using EO ontologies, and combining these annotations with linked geospatial data to allow the development of interesting applications.",,,0,,0,Charalambos Kontoes;Manos Karpathiotakis;Dimitrios Michail;Ioannis Papoutsis;Charalampos Nikolaou;George Garbis;Manolis Koubarakis;Kostis Kyzirakos;Konstantina Bereta;Themistoklis Herekakis,10,,0
Pavlos Fafalios and Yannis Tzitzikas,X-ENS: Semantic Enrichment of Web Search Results at Real-Time,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-09,Proceedings of the Semantic Web Challenge 2012,"While more and more semantic data are published on the Web, an important question is how typical web users can access and exploit this body of knowledge. Although, existing interaction paradigms in semantic search hide the complexity behind an easy-to-use interface, they have not managed to cover common search needs. In this paper, we present X-ENS (eXplore ENtities in Search), a web search application that enhances the classical, keyword-based, web searching with semantic information, as a means to combine the pros of both Semantic Web standards and common Web Searching. X-ENS identifies entities of interest in the snippets of the top search results which can be further exploited in a faceted search-like interaction scheme, and thereby can help the user to limit the - often very large - search space to those hits that contain a particular piece of information. Moreover, X-ENS permits the exploration of the identified entities by exploiting semantic repositories.",,,0,,0,Pavlos Fafalios;Yannis Tzitzikas,2,,0
"Vinh Nguyen, Olivier Bodenreider, Jagannathan Srinivasan, Todd Minning, Thomas Rindflesch, Bastien Rance, Ramakanth Kavuluru, Hima Yalamanchili, Krishnaprasad Thirunarayan, Satya Sahoo and Amit Sheth",iExplore: Interactive Browsing and Exploring Biomedical Knowledge,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-02,Proceedings of the Semantic Web Challenge 2012,"We present iExplore, a Semantic Web based application that helps biomedical researchers study and explore biomedical knowledge interactively. iExplore uses the Biomedical Knowledge Repository (BKR), which integrates knowledge from various sources ranging from information extracted from biomedical literature (from PubMed) to many structured vocabularies in the Unified Medical Language System (UMLS). The current version of BKR provides a unified provenance representation for 12 million semantic predications (triples with a predicate connecting a subject and an object) derived from 87 vocabulary families in the UMLS and 14 million predications extracted from 21 million PubMed abstracts. To engage the domain experts in studying and exploring such a comprehensive knowledge base, we developed the iExplore to: 1) visualize and navigate all the possible semantic predications related to concepts of interest, and 2) search for interesting links between concepts. We also provide an authorization mechanism for SPARQL queries generated by the iExplore to support licensed access to UMLS. We demonstrate the use of iExplore in two scenarios: 1) current research in biomedicine, and 2) re-exploration of two previously known literature-based discoveries. iExplore is available at http://knoesis.wright.edu/iExplore.",,,0,,0,Satya Sahoo;Hima Yalamanchili;Bastien Rance;Jagannathan Srinivasan;Ramakanth Kavuluru;Vinh Nguyen;Krishnaprasad Thirunarayan;Amit Sheth;Todd Minning;Thomas Rindflesch;Olivier Bodenreider,11,,0
"Damian Gessler, Blazej Bulka, Evren Sirin, Yan Kang, Pavel Klinov, Hans Vasquez-Gross, John Yu and Jill Wegrzyn",iPlant Semantic Web Platform uses SSWAP (Simple Semantic Web Architecture and Protocol) to enable Semantic Pipelines across Distributed Web and High Performance Computing Resources,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-14,Proceedings of the Semantic Web Challenge 2012,"The iPlant Semantic Web Platform uses transaction-time reasoning and just-in-time ontologies to allow users to drag-n-drop independent, distributed semantic web services into a semantic pipeline. The platform uses first-order, description logic reasoning to examine input data types, output data types, and service descriptions to discover services. At each step the user is presented with only those services which operate on the data at that stage in a pipeline. The platform coordinates third-party service invocations, including transaction-time reasoning at third-party web sites. It includes a Just-In-Time ontology editor to allow anyone to host ontologies on our servers; ontologies may also be hosted anywhere on the web. The platform enables TreeGenes, a large biological information resource, to offer single-click marshalling of data and service discovery to semantic pipelines engaging enterprise-class resources at the University of Arizona and high performance computing (HPC) resources at the Texas Advanced Computing Center. The HPC results are sent to other distributed semantic web services, such as phylogenetic tree visualization and University of California CartograTree geographical mapping resource.",,,0,,0,John Yu;Jill Wegrzyn;Pavel Klinov;Hans Vasquez-Gross;Damian Gessler;Yan Kang;Evren Sirin;Blazej Bulka,8,,0
